Crop,Season,State,Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Wheat,Rabi,Jharkhand,2006,529560,1751691.28,572.47,136.29,3.0861,3.3078
Rice,Kharif,Karnataka,2016,620812,1886943.92,802.46,104.01,2.7916,3.0395
Maize,Kharif,Himachal Pradesh,2002,188640,877935.79,900.79,116.99,3.6711,4.654
Rice,Kharif,Karnataka,2005,1965732,5181190.72,806.38,104.08,4.7286,2.6358
Maize,Kharif,Uttar Pradesh,2019,427962,1659472.8,1010.27,145.96,2.3776,3.8776
Maize,Rabi,Haryana,2010,766127,2667216.18,658.76,96.48,4.0011,3.4814
Maize,Kharif,Punjab,2000,24651,69783.83,767.8,78.56,2.4662,2.8309
Rice,Kharif,Chhattisgarh,2017,2847837,8482406.74,1186.31,100.79,1.6724,2.9785
Rice,Kharif,Gujarat,2016,2764162,8541229.13,1289.6,107.44,1.1673,3.09
Maize,Kharif,Assam,2013,637958,2287014.41,525.43,157.4,6.6882,3.5849
Wheat,Rabi,Bihar,2019,1711874,6320294.05,628.74,213.67,0.3678,3.692
Wheat,Rabi,Himachal Pradesh,1997,898346,3972191.63,671.57,213.29,4.2322,4.4217
Rice,Kharif,Himachal Pradesh,1999,266475,613802.3,962.85,145.91,7.4575,2.3034
Maize,Kharif,Uttar Pradesh,2005,507300,1747501.86,448.78,100.78,1.3058,3.4447
Maize,Kharif,Gujarat,2003,434016,1328697.28,938.38,85.31,2.3987,3.0614
Maize,Kharif,Assam,2019,148110,582204.0,661.69,152.35,3.5994,3.9309
Maize,Rabi,Assam,2008,457457,1482585.13,817.64,110.74,0.6867,3.2409
Wheat,Rabi,Bihar,2020,2263170,7957883.36,361.12,209.0,1.7666,3.5163
Maize,Rabi,Rajasthan,1997,464469,1723112.48,1067.0,147.39,4.4371,3.7099
Wheat,Rabi,Uttar Pradesh,2002,907525,4070823.57,380.83,180.79,5.6182,4.4856
Rice,Kharif,Andhra Pradesh,2014,630516,2824792.93,1585.0,108.64,1.3517,4.4801
Wheat,Rabi,Rajasthan,1997,479207,1440622.91,671.64,231.81,5.0405,3.0063
Rice,Kharif,Uttarakhand,2016,2122611,7071492.96,894.81,165.63,1.9291,3.3315
Maize,Kharif,Maharashtra,2019,368627,1287134.29,960.25,148.28,2.3632,3.4917
Maize,Kharif,Andhra Pradesh,2012,442503,2399754.23,523.41,179.72,4.8224,5.4231
Maize,Kharif,Jharkhand,2012,438007,1232413.64,1016.29,96.17,3.3052,2.8137
Maize,Kharif,Telangana,2020,794842,4374637.88,1155.37,146.99,1.0961,5.5038
Rice,Kharif,Bihar,2007,242472,659879.78,807.74,96.61,5.354,2.7215
Maize,Kharif,Tamil Nadu,2009,639992,2170227.52,559.17,133.35,4.6843,3.391
Maize,Kharif,Uttar Pradesh,2000,456574,1302273.97,540.56,111.82,5.0442,2.8523
Rice,Kharif,Haryana,2006,2416621,11663345.97,849.31,170.27,5.506,4.8263
Maize,Rabi,Jammu and Kashmir,2015,316870,1078823.26,568.31,167.93,6.4449,3.4046
Rice,Kharif,Himachal Pradesh,2019,1837202,6250968.96,1160.92,131.9,3.2563,3.4024
Maize,Rabi,West Bengal,2003,780584,2228227.25,711.7,109.68,1.004,2.8546
Rice,Kharif,Assam,2013,1920164,4513006.66,815.01,139.72,5.3965,2.3503
Maize,Kharif,Rajasthan,2007,593534,2462623.89,711.11,126.2,5.6591,4.1491
Maize,Rabi,Assam,2017,313261,1217830.43,788.74,157.03,1.3381,3.8876
Maize,Rabi,Telangana,2001,718449,3597408.87,888.83,84.15,1.0381,5.0072
Maize,Rabi,Chhattisgarh,1997,673061,1818113.97,1183.84,87.77,3.3161,2.7013
Rice,Kharif,Odisha,2007,1428503,3566682.63,1086.02,132.53,5.1636,2.4968
Wheat,Rabi,Uttarakhand,2010,254528,1696370.64,629.46,139.87,0.5317,6.6648
Maize,Rabi,Tamil Nadu,2016,481111,1642929.57,902.69,99.63,4.7428,3.4149
Maize,Rabi,Himachal Pradesh,2004,128791,527673.53,1017.14,73.23,5.7269,4.0971
Wheat,Rabi,Himachal Pradesh,2017,2174912,12826608.93,617.84,154.27,0.4696,5.8975
Rice,Kharif,Himachal Pradesh,1997,2501931,6164544.53,1142.75,150.02,3.215,2.4639
Maize,Kharif,Chhattisgarh,2008,560552,1870518.62,743.17,173.23,3.582,3.3369
Maize,Kharif,Madhya Pradesh,2006,709505,2642750.29,686.8,103.02,1.5219,3.7248
Wheat,Rabi,Punjab,2015,1107503,9619035.52,516.98,221.42,3.381,8.6853
Wheat,Rabi,Maharashtra,2017,2131884,8795598.78,499.36,230.57,1.1795,4.1257
Rice,Kharif,Himachal Pradesh,1998,2970721,7308865.27,1107.18,127.96,1.6068,2.4603
Rice,Kharif,Uttarakhand,2009,2511328,6713624.72,1489.62,137.84,2.4336,2.6733
Maize,Rabi,Assam,2006,564711,1771756.73,559.53,111.04,0.4929,3.1375
Maize,Kharif,Uttarakhand,2013,533709,1834609.32,426.9,128.42,3.5632,3.4375
Maize,Kharif,Tamil Nadu,2019,412888,1504658.3,1164.08,165.23,1.2576,3.6442
Rice,Kharif,Uttar Pradesh,2014,2619016,9924484.14,1233.95,175.34,6.4077,3.7894
Maize,Rabi,Telangana,2007,678462,3205497.54,890.96,138.32,6.7287,4.7247
Rice,Kharif,Uttarakhand,2007,2920850,7656786.7,1503.96,167.27,7.1882,2.6214
Wheat,Rabi,Jammu and Kashmir,2012,635859,3102041.69,481.19,143.73,3.8088,4.8785
Maize,Rabi,Karnataka,2004,677741,3219484.02,1194.35,85.71,3.9014,4.7503
Maize,Rabi,Maharashtra,2011,73079,223771.86,634.27,84.8,4.9845,3.0621
Rice,Kharif,Uttar Pradesh,2004,1022472,2968079.15,1438.2,155.57,1.8979,2.9028
Maize,Kharif,Assam,2009,631612,1988525.31,765.23,152.38,6.1901,3.1483
Rice,Kharif,Bihar,2016,609980,1854172.72,1008.54,162.5,6.7008,3.0397
Rice,Kharif,Tamil Nadu,2004,2553877,10497992.53,1110.91,127.11,1.3567,4.1106
Maize,Rabi,Tamil Nadu,2014,618635,2095911.43,643.13,131.52,3.4588,3.388
Rice,Kharif,Chhattisgarh,2011,1774914,5019057.47,1042.68,169.47,6.6627,2.8278
Maize,Kharif,Uttar Pradesh,2002,123118,408633.18,664.55,150.42,4.6787,3.319
Wheat,Rabi,Maharashtra,2018,737862,3218856.89,465.27,234.29,4.3088,4.3624
Maize,Rabi,Telangana,1998,552957,2317661.58,704.3,169.94,2.3625,4.1914
Maize,Rabi,Uttarakhand,2015,156950,550327.5,690.4,148.72,5.821,3.5064
Wheat,Rabi,Madhya Pradesh,2015,1329356,5854729.87,641.15,166.38,0.5051,4.4042
Maize,Kharif,Andhra Pradesh,2005,412290,2125758.85,683.84,162.31,5.9785,5.156
Maize,Rabi,Jharkhand,2002,772051,2005400.27,860.89,133.52,5.4988,2.5975
Maize,Kharif,Chhattisgarh,2003,567986,1759734.69,875.06,170.58,1.1218,3.0982
Maize,Rabi,Bihar,2011,604121,1868601.55,983.78,139.19,6.9154,3.0931
Maize,Kharif,Uttar Pradesh,2010,265846,925230.86,856.02,174.23,4.0856,3.4803
Wheat,Rabi,Uttarakhand,2019,1761909,13816155.09,383.83,167.5,3.4831,7.8416
Rice,Kharif,Jharkhand,2008,71096,154050.42,1258.17,127.29,4.6064,2.1668
Maize,Kharif,Bihar,2008,673595,1893395.35,414.9,149.15,4.7675,2.8109
Rice,Kharif,Bihar,2012,916448,2414756.14,1234.02,145.92,2.5329,2.6349
Rice,Kharif,Madhya Pradesh,2011,2618794,8506775.72,1498.16,162.38,3.63,3.2484
Rice,Kharif,Bihar,2017,856150,2561590.17,1175.39,132.57,4.3073,2.992
Wheat,Rabi,Uttar Pradesh,1998,2347929,10247578.47,399.68,227.25,2.9018,4.3645
Rice,Kharif,Andhra Pradesh,1999,1164143,4601084.62,1461.3,88.57,1.7444,3.9523
Maize,Rabi,Telangana,2000,405422,1839929.42,802.33,116.05,1.4696,4.5383
Rice,Kharif,Gujarat,2008,705668,2118687.04,1226.77,96.37,3.4324,3.0024
Rice,Kharif,Jharkhand,2005,311233,701728.56,1147.99,195.71,2.2758,2.2547
Rice,Kharif,Assam,2007,749520,1808850.66,890.45,163.54,0.9398,2.4133
Maize,Kharif,Telangana,1997,30990,121572.28,543.49,171.69,5.5638,3.923
Maize,Rabi,Gujarat,2003,448681,1396127.49,1031.26,78.14,6.9386,3.1116
Maize,Rabi,Bihar,2020,702640,2716333.8,865.96,178.64,1.0392,3.8659
Rice,Kharif,Jammu and Kashmir,2010,1954545,5287598.04,800.58,156.56,3.3428,2.7053
Maize,Rabi,Madhya Pradesh,2008,435859,1683247.25,417.96,74.75,4.185,3.8619
Maize,Rabi,West Bengal,2001,751385,2071937.8,967.65,147.02,1.549,2.7575
Wheat,Rabi,Haryana,2007,238866,1693937.37,304.66,240.16,3.1817,7.0916
Maize,Kharif,Andhra Pradesh,2014,797843,4519052.52,700.62,70.73,4.6161,5.6641
Wheat,Rabi,Gujarat,2016,722471,3114937.26,501.5,239.55,5.304,4.3115
Rice,Kharif,Haryana,1997,967034,4008853.53,986.13,152.24,4.7093,4.1455
Maize,Rabi,Uttarakhand,2009,236307,717998.47,610.38,116.45,1.9811,3.0384
Maize,Rabi,Rajasthan,2000,716332,2778201.58,709.25,97.72,6.0203,3.8784
Maize,Kharif,Maharashtra,2008,173956,565289.17,507.78,126.39,6.2793,3.2496
Wheat,Rabi,Uttarakhand,2006,2000542,13795759.48,534.75,152.46,1.232,6.896
Rice,Kharif,West Bengal,2014,2393737,7653330.28,1363.9,147.29,6.3018,3.1972
Maize,Rabi,Chhattisgarh,2000,514892,1538383.36,553.6,180.0,1.4226,2.9878
Maize,Rabi,Odisha,2011,336862,1077890.03,607.73,133.27,4.5134,3.1998
Maize,Kharif,Telangana,2001,307620,1300018.27,458.83,125.47,5.4451,4.2261
Maize,Rabi,Andhra Pradesh,2014,489567,2799146.77,968.2,153.08,1.3037,5.7176
Maize,Rabi,Jharkhand,2005,83645,222032.47,837.64,168.79,1.0145,2.6545
Wheat,Rabi,Uttar Pradesh,2001,1072474,4726071.44,314.65,197.04,1.9308,4.4067
Rice,Kharif,Rajasthan,2013,2317575,6952654.24,1414.97,106.21,5.325,3.0
Maize,Kharif,Telangana,2016,729211,3928713.61,939.04,145.93,3.007,5.3876
Rice,Kharif,Telangana,2011,2156902,6548186.2,1476.91,136.25,5.3718,3.0359
Rice,Kharif,West Bengal,2003,114314,294692.96,969.45,102.8,6.0611,2.5779
Maize,Rabi,Madhya Pradesh,2006,313054,1106807.84,478.08,84.07,2.1071,3.5355
Wheat,Rabi,Uttar Pradesh,2009,758623,3833689.62,490.62,153.03,5.3976,5.0535
Maize,Kharif,Uttarakhand,2007,605495,1731833.91,840.13,78.02,5.0707,2.8602
Maize,Kharif,Rajasthan,2001,675030,2452218.93,424.23,167.79,4.0008,3.6328
Maize,Rabi,West Bengal,2004,59302,173303.31,717.07,103.61,5.0163,2.9224
Rice,Kharif,Karnataka,2003,1556843,3756721.27,1046.74,123.16,7.1211,2.413
Maize,Rabi,Chhattisgarh,2016,196059,655962.16,1074.33,74.98,3.1473,3.3457
Rice,Kharif,Odisha,1999,784803,1808656.65,1176.4,158.18,7.3705,2.3046
Rice,Kharif,Himachal Pradesh,2013,63872,185104.8,1107.54,162.71,6.3487,2.8981
Rice,Kharif,Uttar Pradesh,2008,1622688,5137764.12,1211.45,141.05,4.151,3.1662
Wheat,Rabi,Maharashtra,2014,691983,3070771.81,513.46,118.22,0.4421,4.4376
Rice,Kharif,Bihar,2002,685148,1676475.85,1130.37,104.47,4.2636,2.4469
Maize,Kharif,Jharkhand,2009,520827,1350492.51,1157.57,122.48,0.4603,2.593
Maize,Rabi,Odisha,2001,282511,817921.46,920.9,154.37,3.1495,2.8952
Maize,Kharif,Rajasthan,2005,646079,2718697.6,576.72,132.21,6.5821,4.208
Wheat,Rabi,Gujarat,2020,1978212,8627392.98,378.29,237.42,0.3238,4.3612
Rice,Kharif,Tamil Nadu,2002,2040575,8080903.53,1012.42,158.67,7.7904,3.9601
Maize,Rabi,Uttar Pradesh,2008,16106,59473.92,930.14,163.28,5.7232,3.6927
Maize,Rabi,Gujarat,2020,150608,573138.57,420.54,83.52,3.9022,3.8055
Maize,Kharif,Haryana,2014,231172,819876.47,982.28,118.86,6.9511,3.5466
Maize,Kharif,Assam,2010,80124,261068.47,613.01,117.31,4.9193,3.2583
Maize,Rabi,West Bengal,2013,688415,2469979.56,874.98,101.21,4.9771,3.5879
Maize,Rabi,Jammu and Kashmir,2003,583719,1632420.12,528.11,131.58,6.7259,2.7966
Maize,Kharif,Karnataka,2018,70896,453915.09,900.8,80.64,3.5678,6.4025
Rice,Kharif,Gujarat,2007,1190150,2995416.89,1468.57,162.79,4.0868,2.5168
Maize,Kharif,Gujarat,2020,351297,1214011.22,1045.02,70.34,6.1456,3.4558
Wheat,Rabi,Uttar Pradesh,2010,788187,3836784.86,653.17,192.96,2.3752,4.8679
Maize,Rabi,Madhya Pradesh,2012,744122,3068646.92,694.86,133.83,6.7475,4.1238
Rice,Kharif,Tamil Nadu,2014,2483197,11577243.13,1496.91,164.34,6.1488,4.6622
Rice,Kharif,Jharkhand,2016,1875188,4801644.71,1418.69,191.39,6.7044,2.5606
Wheat,Rabi,Madhya Pradesh,2006,1717796,7201460.63,596.38,213.92,5.243,4.1923
Rice,Kharif,Punjab,2002,2621394,13180417.31,1054.82,127.15,5.1238,5.028
Rice,Kharif,Karnataka,1999,1325450,3302059.42,1359.79,193.12,4.2535,2.4913
Rice,Kharif,Madhya Pradesh,2016,1096913,3519052.06,1213.09,196.36,6.7297,3.2081
Rice,Kharif,Tamil Nadu,2003,1398951,5753555.13,1420.41,125.68,4.5024,4.1128
Rice,Kharif,Uttarakhand,2000,2405464,7014064.01,1249.35,160.4,3.5811,2.9159
Wheat,Rabi,Maharashtra,1997,1261768,3970468.48,636.67,176.15,1.4338,3.1468
Maize,Kharif,Chhattisgarh,2009,98904,332911.33,753.49,110.24,2.1147,3.366
Maize,Rabi,West Bengal,2009,230933,764664.26,1051.05,122.42,4.5571,3.3112
Rice,Kharif,Punjab,1999,1271630,6126674.92,826.11,114.57,2.6204,4.818
Maize,Rabi,Uttarakhand,2002,293519,848642.44,448.77,174.34,6.2061,2.8913
Rice,Kharif,Jammu and Kashmir,2004,2791697,7982371.32,1401.08,115.73,7.9948,2.8593
Maize,Rabi,Punjab,2007,756606,2508050.55,670.35,153.29,0.7069,3.3149
Maize,Kharif,Himachal Pradesh,2009,648003,2945546.87,1046.06,145.31,2.2789,4.5456
Maize,Rabi,Odisha,2004,523927,1507162.2,708.71,96.52,4.6113,2.8767
Maize,Rabi,Punjab,2017,324105,1120873.32,977.24,104.51,2.6714,3.4584
Maize,Rabi,Karnataka,1997,515311,2282905.77,523.84,102.64,6.7935,4.4302
Maize,Kharif,Himachal Pradesh,2020,710756,3825908.28,1197.04,178.59,3.4809,5.3829
Wheat,Rabi,Uttarakhand,2020,1575083,12699095.69,453.61,146.17,5.9289,8.0625
Wheat,Rabi,Maharashtra,2020,2031657,8698301.98,307.92,157.21,5.168,4.2814
Maize,Rabi,Uttarakhand,2007,550895,1683064.83,454.54,125.57,3.1451,3.0551
Rice,Kharif,Tamil Nadu,2013,824975,3550697.87,1516.8,163.48,2.4,4.304
Maize,Kharif,Chhattisgarh,2006,342864,1174270.29,1005.48,128.41,0.5182,3.4249
Maize,Kharif,Odisha,2004,202810,690946.56,998.27,102.51,0.7602,3.4069
Maize,Rabi,Gujarat,1997,145814,401595.72,611.57,167.87,5.3,2.7542
Maize,Rabi,Jammu and Kashmir,2017,131126,487108.78,926.6,128.5,6.7517,3.7148
Rice,Kharif,Jharkhand,2020,2839237,7088784.36,1590.7,176.17,5.7221,2.4967
Maize,Kharif,Madhya Pradesh,2008,351265,1379791.51,976.2,122.97,3.5602,3.9281
Maize,Rabi,Bihar,2001,184516,473191.44,926.99,149.27,4.3939,2.5645
Rice,Kharif,West Bengal,2019,768735,2577394.89,1552.93,197.25,7.9827,3.3528
Wheat,Rabi,Madhya Pradesh,1999,2141716,7772519.68,598.52,120.48,0.6979,3.6291
Rice,Kharif,Haryana,2012,462096,2450068.55,1457.71,192.56,5.5754,5.3021
Rice,Kharif,Uttar Pradesh,2005,1075723,3416089.66,836.79,123.68,7.4017,3.1756
Maize,Rabi,Bihar,2014,290915,949716.75,688.93,139.99,6.704,3.2646
Maize,Kharif,Jammu and Kashmir,1998,622113,1572061.79,1192.03,103.59,4.4988,2.527
Maize,Rabi,Tamil Nadu,2013,589801,2127222.84,588.51,82.93,3.8993,3.6067
Rice,Kharif,Jharkhand,1998,885211,1559197.93,917.88,85.55,7.8795,1.7614
Maize,Kharif,Jammu and Kashmir,2014,295849,927382.2,1159.03,108.26,1.4597,3.1346
Maize,Kharif,Assam,2001,367147,1001277.76,1180.3,84.38,2.8456,2.7272
Maize,Rabi,Haryana,2020,101789,383913.95,915.52,170.86,3.0246,3.7717
Wheat,Rabi,Jharkhand,2015,1594598,6643603.97,546.78,152.91,5.8734,4.1663
Rice,Kharif,Tamil Nadu,2009,2805172,12208274.23,1544.61,142.18,1.9606,4.3521
Rice,Kharif,Madhya Pradesh,2020,2503822,8988973.14,1159.13,141.32,6.0636,3.5901
Rice,Kharif,West Bengal,2008,2924797,8311607.01,1139.37,92.47,4.5332,2.8418
Maize,Kharif,West Bengal,2005,172378,551562.09,480.11,142.26,2.1591,3.1997
Maize,Kharif,Himachal Pradesh,2005,220535,972361.7,1179.52,115.02,4.0571,4.4091
Wheat,Rabi,Madhya Pradesh,2008,2387591,9840898.32,445.8,147.45,2.7414,4.1217
Maize,Kharif,Gujarat,2016,495963,1843696.56,749.88,169.79,3.5522,3.7174
Maize,Kharif,Uttar Pradesh,2009,647865,2208456.1,674.48,90.23,3.198,3.4088
Maize,Kharif,Telangana,2007,593602,2767658.43,1058.95,177.92,0.4581,4.6625
Maize,Kharif,Karnataka,2009,473640,2563419.8,1111.71,111.92,2.2911,5.4122
Maize,Kharif,Gujarat,2015,93006,363386.49,651.12,102.78,0.8196,3.9071
Rice,Kharif,Maharashtra,2011,2452910,7037240.69,922.2,196.46,7.323,2.8689
Rice,Kharif,Rajasthan,2006,415019,1052818.15,1110.48,127.68,2.946,2.5368
Maize,Kharif,Madhya Pradesh,2018,501580,2123391.02,590.69,107.49,0.7593,4.2334
Rice,Kharif,Assam,1997,2921480,5334825.07,1059.43,172.2,0.9195,1.8261
Maize,Kharif,Andhra Pradesh,1998,124946,579878.09,851.18,93.98,5.0165,4.641
Rice,Kharif,Uttarakhand,2015,1219752,3651581.12,917.9,134.56,1.4164,2.9937
Wheat,Rabi,Haryana,2010,2208107,17184261.93,573.29,214.86,1.1785,7.7824
Maize,Kharif,Bihar,2016,458360,1419603.43,988.71,171.39,6.3646,3.0971
Rice,Kharif,Andhra Pradesh,2013,553220,2688583.29,869.11,152.56,3.3197,4.8599
Maize,Rabi,Bihar,2012,612784,1963688.24,650.0,75.81,2.6674,3.2045
Maize,Rabi,Rajasthan,2013,208586,977970.97,905.62,177.31,1.7346,4.6886
Wheat,Rabi,Maharashtra,2010,554312,2143463.23,371.46,104.69,0.9102,3.8669
Maize,Kharif,Tamil Nadu,2011,635421,2080763.47,880.08,96.92,4.0125,3.2746
Maize,Kharif,Telangana,1998,265247,1111127.97,494.76,154.09,4.4017,4.189
Wheat,Rabi,Himachal Pradesh,2012,592659,3308014.01,654.9,235.49,3.926,5.5816
Maize,Kharif,Rajasthan,2018,361113,1659038.62,920.74,144.34,0.5714,4.5942
Wheat,Rabi,Himachal Pradesh,1998,1767502,8624349.72,515.29,210.2,4.8592,4.8794
Maize,Kharif,Odisha,2002,193724,557230.42,1015.18,154.24,6.857,2.8764
Rice,Kharif,Gujarat,2006,1208470,3379333.54,1215.75,190.06,0.5927,2.7964
Maize,Rabi,Uttar Pradesh,2003,764340,2776665.58,462.74,152.0,2.6827,3.6328
Rice,Kharif,Jharkhand,2017,2120833,5173589.08,1042.92,105.13,0.8529,2.4394
Maize,Rabi,Himachal Pradesh,2013,100136,490636.2,412.74,143.59,1.4679,4.8997
Rice,Kharif,Punjab,1998,1522813,7527414.13,1313.19,127.96,7.8586,4.9431
Rice,Kharif,Haryana,1999,1954345,8446005.63,856.94,108.01,2.4842,4.3217
Rice,Kharif,Tamil Nadu,2017,2088855,10695957.47,1210.68,166.95,7.5146,5.1205
Maize,Kharif,Maharashtra,1999,640863,1849530.07,996.14,161.61,6.3594,2.886
Rice,Kharif,Uttar Pradesh,2019,781002,3103787.63,1071.85,146.54,1.8391,3.9741
Maize,Rabi,Rajasthan,2006,89736,372633.22,790.06,139.41,1.567,4.1525
Maize,Rabi,Tamil Nadu,2002,234021,685116.54,1009.49,144.84,4.3324,2.9276
Maize,Rabi,Haryana,1999,669532,2097319.52,963.11,81.06,1.498,3.1325
Wheat,Rabi,Haryana,1999,1752692,11348335.95,633.89,247.04,1.6893,6.4748
Wheat,Rabi,Uttarakhand,2001,140613,827970.77,357.11,191.14,4.7535,5.8883
Maize,Kharif,Tamil Nadu,2014,200041,702852.65,1065.83,101.84,3.6379,3.5135
Rice,Kharif,Uttar Pradesh,2001,572936,1703910.96,1028.05,171.57,2.5459,2.974
Rice,Kharif,Jharkhand,2006,1249960,2569010.31,1493.98,185.62,7.0842,2.0553
Maize,Kharif,Rajasthan,2014,343277,1504914.31,1097.95,160.95,4.9208,4.384
Wheat,Rabi,Maharashtra,2013,2496993,9738184.81,395.39,158.32,4.8186,3.9
Maize,Kharif,Jammu and Kashmir,2003,684445,2027530.52,487.49,158.01,6.5375,2.9623
Rice,Kharif,Madhya Pradesh,2013,2953387,8915219.64,1522.71,172.39,2.9255,3.0186
Maize,Kharif,Assam,2017,604538,2164216.36,631.67,127.51,1.1771,3.58
Maize,Kharif,Rajasthan,2019,391643,1807150.85,461.23,81.57,5.4592,4.6143
Maize,Rabi,Karnataka,1999,511680,2748216.68,485.32,111.95,2.7691,5.371
Maize,Kharif,West Bengal,2003,263421,787614.8,970.49,79.02,1.4179,2.9899
Maize,Rabi,Andhra Pradesh,1999,616484,2733509.39,514.49,120.73,2.0763,4.434
Maize,Rabi,Haryana,2012,251668,812452.8,745.37,134.92,4.5264,3.2283
Wheat,Rabi,Madhya Pradesh,1998,1897729,7422656.75,403.68,137.09,3.9347,3.9113
Maize,Kharif,Assam,2003,507514,1634924.48,865.8,128.78,6.4951,3.2214
Maize,Rabi,Odisha,2009,653127,2114842.25,524.22,142.03,6.2441,3.238
Rice,Kharif,Uttar Pradesh,2011,467768,1563975.4,1523.1,138.16,4.9783,3.3435
Rice,Kharif,Gujarat,2003,2741461,7250358.46,1391.68,135.3,5.9958,2.6447
Wheat,Rabi,Bihar,2017,525830,2099228.81,639.44,165.87,2.6698,3.9922
Wheat,Rabi,Punjab,2020,2427688,22526228.95,479.31,195.34,1.8496,9.2789
Maize,Rabi,West Bengal,2020,452607,1661790.24,602.3,103.24,6.7867,3.6716
Wheat,Rabi,Maharashtra,2003,142894,500460.43,337.4,156.89,3.4504,3.5023
Rice,Kharif,Jharkhand,1999,2208373,4123990.09,1459.94,80.14,7.0203,1.8674
Maize,Kharif,Andhra Pradesh,2013,504135,2716977.87,953.89,92.68,4.6228,5.3894
Maize,Kharif,Bihar,2007,157386,457242.38,442.45,76.23,2.1621,2.9052
Wheat,Rabi,Uttarakhand,2018,1189163,9249919.03,572.22,206.38,1.3916,7.7785
Maize,Rabi,Chhattisgarh,2010,468690,1704016.61,898.55,118.45,6.4998,3.6357
Maize,Kharif,Maharashtra,2020,662286,2463152.33,1130.38,82.01,4.6005,3.7192
Maize,Rabi,Bihar,2018,59738,199853.92,635.93,111.96,1.0325,3.3455
Maize,Rabi,Assam,2000,779661,2017753.71,1197.73,170.37,1.0168,2.588
Wheat,Rabi,Madhya Pradesh,2009,457487,1871901.92,347.95,111.77,5.7479,4.0917
Maize,Rabi,Himachal Pradesh,2009,437961,1863741.44,550.4,77.53,1.3017,4.2555
Wheat,Rabi,Uttar Pradesh,2003,1815954,8449094.26,622.47,236.47,0.91,4.6527
Maize,Kharif,Karnataka,2008,246162,1339006.69,461.67,140.78,1.796,5.4395
Rice,Kharif,Jharkhand,2010,615107,1273804.77,1000.56,84.74,5.7997,2.0709
Maize,Rabi,Jharkhand,2014,129357,415807.88,577.89,164.25,1.3396,3.2144
Maize,Kharif,Tamil Nadu,2005,739591,2561169.14,681.35,132.44,1.3379,3.463
Rice,Kharif,Punjab,2006,1154343,6422460.53,1151.79,111.61,6.7781,5.5637
Maize,Rabi,Punjab,2020,681681,2359636.51,518.31,136.6,6.6322,3.4615
Wheat,Rabi,Himachal Pradesh,2016,1522433,8405470.91,670.49,142.44,5.2985,5.5211
Wheat,Rabi,Punjab,2006,1270306,9572196.5,689.69,166.47,5.0072,7.5353
Wheat,Rabi,Jammu and Kashmir,2002,572875,2284283.86,640.42,170.2,1.399,3.9874
Maize,Kharif,Odisha,2012,16307,56900.67,775.1,126.39,3.4969,3.4893
Maize,Rabi,Tamil Nadu,2007,789782,2717036.54,809.84,162.74,4.0155,3.4402
Wheat,Rabi,Jharkhand,2009,2278145,8594858.0,313.03,152.09,5.2043,3.7727
Rice,Kharif,West Bengal,2015,500151,1677662.27,944.68,122.58,3.3471,3.3543
Wheat,Rabi,Punjab,2005,179155,1407631.93,386.01,228.49,1.1454,7.8571
Rice,Kharif,Madhya Pradesh,2008,1134848,3472469.77,1126.11,134.14,3.5334,3.0599
Maize,Rabi,Assam,2012,392728,1232425.84,1046.27,98.74,5.0251,3.1381
Wheat,Rabi,Bihar,2006,2209015,7219145.72,651.73,104.34,1.3988,3.268
Maize,Kharif,Madhya Pradesh,2004,13886,53077.27,888.26,88.05,2.7178,3.8224
Maize,Rabi,Karnataka,2012,611012,3789380.57,798.53,150.4,5.1001,6.2018
Maize,Kharif,Madhya Pradesh,2000,63900,236007.22,681.55,78.16,3.4475,3.6934
Maize,Kharif,Haryana,1999,666820,2189135.18,947.52,101.61,1.9014,3.2829
Rice,Kharif,Jharkhand,2013,2460215,4701498.35,802.96,164.91,6.2824,1.911
Wheat,Rabi,Jharkhand,2007,1287576,4549939.27,656.04,184.35,4.0312,3.5337
Maize,Rabi,Gujarat,2012,269294,938905.7,506.03,100.91,6.0619,3.4865
Rice,Kharif,Andhra Pradesh,2002,1797096,7736178.41,1266.96,175.61,5.9399,4.3048
Maize,Rabi,Tamil Nadu,2009,377358,1349507.36,660.07,126.15,5.5133,3.5762
Maize,Kharif,Uttarakhand,2017,150251,511885.77,803.81,120.7,3.3695,3.4069
Maize,Rabi,Tamil Nadu,2008,638561,2010884.09,405.28,167.02,3.3033,3.1491
Maize,Rabi,Rajasthan,2014,726783,3525590.25,690.02,128.79,2.7208,4.851
Maize,Kharif,Assam,1997,167998,480115.92,617.88,136.53,5.1362,2.8579
Maize,Rabi,Uttar Pradesh,2009,387812,1432209.5,1083.46,100.76,1.5873,3.6931
Maize,Rabi,Odisha,2020,514530,1966256.5,778.59,107.07,3.2344,3.8215
Maize,Kharif,Bihar,2005,187664,506798.08,965.75,131.82,6.2714,2.7006
Maize,Kharif,Assam,2002,367974,1087618.04,524.1,90.73,6.1764,2.9557
Maize,Kharif,Bihar,2009,768124,2263951.79,587.7,97.68,5.3096,2.9474
Rice,Kharif,Jammu and Kashmir,2007,2859530,7764604.3,1498.51,142.29,5.6618,2.7153
Maize,Rabi,Jharkhand,2017,503312,1444311.94,1067.57,161.71,1.2765,2.8696
Maize,Kharif,Assam,2004,305404,947553.01,902.86,125.12,3.1419,3.1026
